-1,name,club_logo,flag,photo,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,agility,balance,reactions,ball_control,dribbling,composure,interceptions,heading_accuracy,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,position
14978,D. Evangelista,https://cdn.sofifa.org/18/teams/2038.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/220515.png,60,57,46,60,47,52,45,56,46,30,29,42,28,35,58,56,49,53,52,43,18,51,12,14,13,57,56,55,26,st
14979,E. McCormack,https://cdn.sofifa.org/18/teams/1571.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/239217.png,56,66,49,55,49,47,41,55,41,31,36,38,34,36,56,54,50,43,51,47,12,48,12,20,16,60,56,50,46,st
14980,R. Meshino,https://cdn.sofifa.org/18/teams/112093.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/237435.png,59,60,50,50,48,51,40,59,42,31,44,40,29,41,57,80,47,53,49,44,11,48,12,12,11,68,56,54,25,st
14981,A. Gilchrist,https://cdn.sofifa.org/18/teams/100804.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/222108.png,65,55,54,55,51,50,49,53,48,28,29,46,35,39,64,74,48,50,50,51,40,55,54,53,54,68,57,41,48,st
14982,R. Wiedesheim-Paul,https://cdn.sofifa.org/18/teams/321.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/241415.png,54,58,49,61,42,44,30,52,43,26,31,44,30,34,54,64,48,45,42,48,14,52,12,20,20,62,57,50,32,st
14983,F. Murray,https://cdn.sofifa.org/18/teams/81.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/240808.png,65,65,39,38,50,42,48,57,50,47,41,44,43,47,55,63,39,51,56,50,16,36,26,28,34,42,54,45,35,win
14984,E. Hodge,https://cdn.sofifa.org/18/teams/1937.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240298.png,75,78,47,53,48,33,37,46,48,44,37,38,32,36,80,60,36,46,54,49,18,35,16,22,21,41,34,42,34,win
14985,J. Higashi,https://cdn.sofifa.org/18/teams/101146.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232931.png,80,79,24,18,34,24,27,35,25,28,24,26,20,21,66,67,43,26,26,52,54,46,41,54,50,75,53,68,44,cb
14986,S. O'Mahony,https://cdn.sofifa.org/18/teams/422.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/239029.png,40,48,24,16,38,17,26,39,27,23,21,33,28,26,48,51,42,27,25,50,47,48,48,53,58,69,60,67,40,cb
14987,A. Muhamedbegovic,https://cdn.sofifa.org/18/teams/112075.png,https://cdn.sofifa.org/flags/4@3x.png,https://cdn.sofifa.org/18/players/236976.png,54,64,22,20,41,20,27,36,27,31,22,29,30,29,37,56,48,31,23,43,47,47,47,55,53,74,53,62,45,cb
14988,J. Gertsen,https://cdn.sofifa.org/18/teams/270.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/234659.png,48,55,28,18,39,22,24,30,30,20,21,28,26,27,49,63,48,34,23,38,53,48,44,51,56,72,55,59,45,cb
14989,T. Hunter,https://cdn.sofifa.org/18/teams/698.png,https://cdn.sofifa.org/flags/95@3x.png,https://cdn.sofifa.org/18/players/228002.png,54,51,28,17,31,25,23,34,33,25,30,35,24,27,34,62,50,29,21,38,52,48,47,60,52,66,47,53,42,cb
14990,S. Want,https://cdn.sofifa.org/18/teams/184.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/233629.png,59,54,24,24,36,24,23,33,27,30,22,32,25,23,50,61,43,28,22,44,53,46,46,59,52,70,63,57,50,cb
14991,C. McCarthy,https://cdn.sofifa.org/18/teams/422.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/229771.png,48,57,27,21,40,32,29,33,28,27,29,42,35,28,34,50,44,33,29,41,47,46,49,53,51,71,66,60,47,cb
14992,S. Bone,https://cdn.sofifa.org/18/teams/306.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/238197.png,45,55,20,15,36,16,23,30,30,22,23,30,33,26,43,55,44,31,24,38,54,42,42,58,48,68,61,68,43,cb
14993,J. Husebo,https://cdn.sofifa.org/18/teams/300.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/239955.png,59,53,30,20,38,26,22,41,34,24,22,30,22,30,43,62,42,29,31,40,50,52,45,61,51,70,63,59,42,cb
14994,C. Tilt,https://cdn.sofifa.org/18/teams/1926.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240446.png,56,62,27,18,39,15,20,32,31,28,28,32,28,20,46,64,42,32,28,44,47,45,45,64,61,72,63,49,40,cb
14995,R. Sykes,https://cdn.sofifa.org/18/teams/110313.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/235572.png,62,58,20,18,30,20,25,31,25,28,24,40,35,24,55,56,40,35,30,42,48,50,45,51,49,77,65,69,48,cb
14996,N. Kern,https://cdn.sofifa.org/18/teams/110502.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239827.png,38,38,28,23,38,20,25,32,34,25,24,36,41,28,46,53,45,36,30,38,47,50,44,52,56,69,36,64,49,cb
14997,L. Fesser,https://cdn.sofifa.org/18/teams/10030.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239098.png,64,57,25,19,34,23,20,32,25,22,29,27,20,25,47,46,42,31,21,40,50,47,44,53,56,73,63,72,40,cb
14998,J. Sparkes,https://cdn.sofifa.org/18/teams/143.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240606.png,72,67,48,27,51,50,37,49,49,42,39,47,42,52,51,79,50,50,49,43,43,45,39,44,44,56,61,38,46,win
14999,E. Wikstrom,https://cdn.sofifa.org/18/teams/321.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/241414.png,63,68,43,30,49,34,36,48,50,47,38,39,39,40,52,70,46,50,53,42,23,29,25,36,35,42,56,52,39,win
15000,G. Marcussen,https://cdn.sofifa.org/18/teams/15001.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/238726.png,69,65,52,35,53,32,37,44,43,51,33,49,50,44,62,68,51,42,45,46,39,43,39,47,45,63,49,54,48,win
15001,B. Bytyqi,https://cdn.sofifa.org/18/teams/820.png,https://cdn.sofifa.org/flags/1@3x.png,https://cdn.sofifa.org/18/players/234896.png,58,58,40,21,24,25,21,36,32,48,29,32,28,29,54,68,53,43,48,48,46,43,42,51,54,66,54,58,48,win
15002,C. Holse,https://cdn.sofifa.org/18/teams/819.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/240040.png,68,67,47,50,51,36,42,51,51,47,34,47,45,37,78,90,55,52,54,40,24,38,22,28,22,85,53,30,31,win
15003,M. Stingl,https://cdn.sofifa.org/18/teams/10030.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/241072.png,63,56,43,26,22,26,25,36,36,43,32,27,29,27,57,70,46,38,45,34,53,43,46,54,53,63,56,48,52,win
15004,S. Yomesaka,https://cdn.sofifa.org/18/teams/112093.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232631.png,71,73,48,44,49,44,39,53,45,45,30,49,39,43,63,73,34,47,50,47,33,31,31,33,29,34,44,56,29,win
15005,I. Esen,https://cdn.sofifa.org/18/teams/113720.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/239292.png,60,50,46,34,47,39,36,40,49,49,35,53,45,35,51,84,56,44,49,43,46,47,38,40,49,65,50,58,48,win
15006,F. Jazvic,https://cdn.sofifa.org/18/teams/111082.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/239832.png,51,52,47,31,55,41,35,47,54,52,43,58,51,45,55,59,52,42,46,46,48,55,43,46,54,61,53,62,52,win
15007,K. Dalton,https://cdn.sofifa.org/18/teams/305.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/233951.png,63,59,45,47,48,33,38,46,49,45,35,42,41,37,55,76,35,55,51,39,17,35,24,23,20,44,51,32,29,win
15008,D. Sharkey,https://cdn.sofifa.org/18/teams/1571.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/238307.png,58,68,41,51,50,36,47,47,41,46,41,41,42,41,63,67,55,53,54,45,22,38,18,27,21,49,45,46,34,win
15009,E. Mason-Clark,https://cdn.sofifa.org/18/teams/135.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/236784.png,80,82,44,33,47,38,36,52,53,43,36,38,36,41,78,67,35,52,57,45,16,30,21,29,33,43,45,57,33,win
15010,I. Aliu,https://cdn.sofifa.org/18/teams/894.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/240118.png,66,64,49,22,38,39,41,33,51,36,42,51,45,43,62,45,38,57,52,45,23,25,16,17,21,42,61,31,28,win
15011,M. Zettl,https://cdn.sofifa.org/18/teams/172.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/240157.png,74,73,47,37,38,29,40,40,41,45,35,50,38,45,78,82,39,42,51,40,25,26,19,22,26,71,60,51,28,win
15012,S. Kogut,https://cdn.sofifa.org/18/teams/112510.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/229767.png,61,60,42,52,52,42,38,55,37,31,32,41,29,33,59,59,48,40,44,42,15,45,15,19,14,88,50,73,28,st
15013,J. Grodowski,https://cdn.sofifa.org/18/teams/1804.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/240814.png,58,59,47,59,48,50,34,64,41,32,27,38,34,39,50,56,48,44,41,46,10,47,10,12,18,67,55,42,27,st
15014,C. McGilp,https://cdn.sofifa.org/18/teams/111397.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/238169.png,63,65,46,40,49,36,38,45,51,45,40,59,54,48,60,69,51,54,49,54,25,40,31,34,38,50,45,46,41,mid
15015,S. McWilliams,https://cdn.sofifa.org/18/teams/1930.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/227881.png,67,71,40,39,50,37,38,42,50,42,37,56,52,42,61,68,49,48,53,48,31,36,40,47,41,49,53,50,45,mid
15016,S. Klaas,https://cdn.sofifa.org/18/teams/487.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/239925.png,70,65,47,35,49,39,34,39,42,43,38,56,50,40,69,73,46,50,46,38,40,38,37,40,35,65,67,40,48,mid
15017,T. Uchida,https://cdn.sofifa.org/18/teams/101150.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/241213.png,64,62,54,56,48,33,37,43,48,32,32,58,47,33,56,73,50,40,42,44,40,41,32,54,52,64,69,45,51,mid
15018,Y. Guerchadi,https://cdn.sofifa.org/18/teams/10032.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/235583.png,54,64,35,31,52,31,28,41,46,36,33,59,51,40,58,70,55,46,46,41,55,48,45,58,55,64,46,44,58,mid
15019,G. Doherty,https://cdn.sofifa.org/18/teams/111131.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/237891.png,52,50,30,35,38,44,33,35,62,41,46,54,56,45,58,60,41,50,44,52,40,30,39,42,39,53,53,39,43,mid
15020,A. Mora,https://cdn.sofifa.org/18/teams/101099.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/237643.png,55,61,38,28,40,27,33,42,43,36,34,50,47,37,56,68,51,40,47,40,45,43,43,42,53,58,74,57,59,mid
15021,B. Tannus,https://cdn.sofifa.org/18/teams/112130.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/240203.png,59,58,52,30,48,35,32,39,48,36,36,55,40,39,59,66,49,50,49,45,42,39,37,45,40,62,57,50,48,mid
15022,E. Solnordal,https://cdn.sofifa.org/18/teams/1755.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/235601.png,57,58,47,30,56,38,42,43,45,37,35,55,52,33,81,84,51,50,49,40,40,46,41,39,46,87,56,45,54,mid
15023,L. Llewelyn,https://cdn.sofifa.org/18/teams/1936.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240723.png,70,72,49,37,47,34,35,42,52,36,35,55,54,47,61,75,52,50,49,54,27,41,36,37,47,58,57,46,37,mid
15024,K. Gunnarshaug,https://cdn.sofifa.org/18/teams/1463.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/235611.png,55,61,51,32,59,36,33,43,48,40,40,55,53,37,56,66,50,50,46,41,40,47,36,44,47,61,53,55,56,mid
15025,O. Kjærgaard,https://cdn.sofifa.org/18/teams/15001.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/234672.png,68,63,42,43,51,38,41,47,54,41,35,56,50,44,64,70,53,53,54,53,22,42,31,38,44,56,50,51,44,mid
15026,R. Strain,https://cdn.sofifa.org/18/teams/111393.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/241244.png,64,65,42,42,48,34,33,48,52,36,34,53,50,40,61,72,42,50,44,43,26,32,24,38,36,40,53,54,56,mid
15027,A. Kurokawa,https://cdn.sofifa.org/18/teams/112345.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232798.png,74,78,50,27,51,35,32,42,48,32,31,55,54,37,77,88,52,46,40,52,42,42,35,43,43,73,56,33,52,mid
15028,V. Nambishi,https://cdn.sofifa.org/18/teams/270.png,https://cdn.sofifa.org/flags/147@3x.png,https://cdn.sofifa.org/18/players/239983.png,57,62,47,29,49,33,39,37,47,39,32,55,48,35,60,58,51,49,47,38,44,47,35,39,48,57,63,62,56,mid
15029,B. Hvidt,https://cdn.sofifa.org/18/teams/271.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/234096.png,44,51,39,42,44,39,38,40,48,44,38,54,48,40,59,61,49,53,51,46,52,46,50,53,50,62,34,55,57,mid
15030,M. Madsen,https://cdn.sofifa.org/18/teams/270.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/235636.png,56,55,53,39,52,30,32,43,43,31,39,58,50,34,62,73,54,48,48,41,38,43,32,38,34,57,59,56,59,mid
15031,O. Al Suhaymi,https://cdn.sofifa.org/18/teams/112389.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/234121.png,59,37,34,31,39,33,30,36,38,31,34,51,49,32,52,51,51,42,37,50,49,53,48,50,49,48,50,58,51,mid
15032,M. McKee,https://cdn.sofifa.org/18/teams/361.png,https://cdn.sofifa.org/flags/35@3x.png,https://cdn.sofifa.org/18/players/235664.png,64,49,46,51,52,50,42,54,43,21,25,49,38,40,68,63,47,43,39,47,23,52,25,37,29,67,58,63,60,mid
15033,J. Mahon,https://cdn.sofifa.org/18/teams/563.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/237926.png,45,54,22,17,36,22,26,31,30,25,20,44,30,31,46,52,44,26,31,40,49,48,50,53,51,65,59,52,40,cb
15034,L. Reilly,https://cdn.sofifa.org/18/teams/121.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/238502.png,56,51,52,56,43,45,34,46,47,30,42,42,32,43,63,69,54,48,43,40,17,51,13,10,21,67,49,41,36,mid
15035,D. Dillon,https://cdn.sofifa.org/18/teams/306.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/237606.png,55,59,44,39,50,35,42,47,54,43,35,63,54,49,60,65,46,49,46,52,26,42,34,36,43,50,42,56,44,mid
15036,J. Storey,https://cdn.sofifa.org/18/teams/143.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/235464.png,62,64,26,22,38,21,25,32,29,22,28,27,23,21,41,54,44,25,25,42,54,41,48,54,52,68,64,63,40,cb
15037,E. Dempsey,https://cdn.sofifa.org/18/teams/1572.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/236743.png,53,46,25,21,35,20,24,32,36,25,26,31,21,26,43,59,49,32,25,47,54,46,48,51,50,58,56,59,42,cb
15038,C. Enemark,https://cdn.sofifa.org/18/teams/269.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/238753.png,53,60,30,20,39,22,25,33,33,45,25,45,35,24,46,63,47,40,38,38,45,40,49,52,55,77,58,54,40,cb
15039,T. Knowles,https://cdn.sofifa.org/18/teams/1944.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240708.png,60,68,48,52,55,47,34,50,48,25,33,42,28,36,48,55,47,41,41,41,18,49,20,19,16,58,54,55,50,st
15040,N. Blasucci,https://cdn.sofifa.org/18/teams/898.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/239430.png,61,43,53,58,47,44,56,40,45,33,31,42,29,44,75,72,43,49,57,44,12,47,17,14,18,54,36,22,21,st
15041,G. Fasolo,https://cdn.sofifa.org/18/teams/111993.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/235865.png,63,42,50,50,49,48,55,40,51,45,31,50,44,54,70,75,52,53,63,42,15,39,15,15,13,50,60,29,40,st
15042,A. Stamatelopoulos,https://cdn.sofifa.org/18/teams/111393.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/241245.png,64,66,52,56,38,37,34,40,49,31,25,38,23,26,59,59,45,48,43,42,20,48,17,15,27,61,60,51,43,st
15043,S. Nolan,https://cdn.sofifa.org/18/teams/305.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/238211.png,60,64,49,50,47,38,46,44,44,45,31,48,37,40,54,69,47,51,51,47,21,45,24,27,23,49,51,39,26,st
15044,J. McMenemy,https://cdn.sofifa.org/18/teams/149.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240556.png,70,71,41,50,48,46,44,57,35,33,28,42,31,32,61,67,41,48,46,53,17,47,16,16,13,65,57,58,24,st
15045,M. Termanini,https://cdn.sofifa.org/18/teams/112171.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/237056.png,60,57,27,20,35,15,22,30,28,20,29,29,20,26,43,59,49,30,24,43,46,47,46,53,51,72,57,60,46,cb
15046,A. Berisha,https://cdn.sofifa.org/18/teams/321.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/239281.png,46,51,46,50,44,42,44,52,46,23,28,38,24,26,50,50,49,40,42,48,23,63,21,24,23,71,63,81,48,st
15047,J. Aherne,https://cdn.sofifa.org/18/teams/838.png,https://cdn.sofifa.org/flags/25@3x.png,https://cdn.sofifa.org/18/players/235726.png,58,57,54,46,50,45,32,51,46,44,39,43,35,42,59,76,50,49,52,43,19,50,25,29,23,57,45,43,25,st
15048,A. Bruseth,https://cdn.sofifa.org/18/teams/113459.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/236753.png,69,60,49,51,44,50,45,45,45,32,27,37,26,33,71,77,45,48,43,48,14,55,16,12,12,65,53,49,26,st
15049,L. Demaj,https://cdn.sofifa.org/18/teams/110597.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/240113.png,72,71,39,53,48,44,46,64,47,31,33,43,33,47,83,86,51,46,55,43,14,40,16,14,10,58,60,36,28,st
15050,M. Moric,https://cdn.sofifa.org/18/teams/111398.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/240635.png,69,62,41,55,50,42,38,61,53,28,29,45,33,39,62,72,45,49,51,43,15,41,10,15,18,54,55,45,31,st
15051,C. Gunner,https://cdn.sofifa.org/18/teams/1804.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/240815.png,66,69,48,26,50,36,33,36,43,39,33,57,54,38,59,53,54,44,47,43,38,40,32,42,47,63,62,46,53,mid
15052,K. McDermott,https://cdn.sofifa.org/18/teams/111131.png,https://cdn.sofifa.org/flags/35@3x.png,https://cdn.sofifa.org/18/players/238002.png,58,62,40,21,27,27,19,24,45,22,21,44,40,25,29,36,49,42,38,48,51,49,45,52,53,44,60,59,68,mid
15053,G. Arndal-Lauritzen,https://cdn.sofifa.org/18/teams/269.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/238932.png,56,53,48,21,27,29,28,37,35,40,33,44,38,34,52,56,54,40,48,37,49,43,45,51,47,63,63,59,51,wb
15054,E. Dahlqvist,https://cdn.sofifa.org/18/teams/319.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/236705.png,62,57,43,26,23,25,22,31,36,40,26,41,36,30,59,83,48,42,43,52,51,37,48,48,51,85,62,56,53,wb
15055,R. Ogle,https://cdn.sofifa.org/18/teams/110313.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/236702.png,68,66,40,22,30,25,24,31,41,42,28,38,38,34,65,68,40,38,41,41,44,41,45,48,51,71,74,70,50,wb
15056,D. Pierias,https://cdn.sofifa.org/18/teams/112224.png,https://cdn.sofifa.org/flags/195@3x.png,https://cdn.sofifa.org/18/players/237705.png,86,83,46,28,22,23,21,33,37,52,34,32,25,32,67,88,53,39,49,50,45,36,39,50,51,54,34,42,50,wb
15057,L. Freestone,https://cdn.sofifa.org/18/teams/1938.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/237175.png,60,56,40,29,22,25,25,33,33,36,32,31,27,27,55,48,54,28,49,35,54,38,47,57,54,66,54,56,46,wb
15058,S. Al Amrani,https://cdn.sofifa.org/18/teams/112392.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/232050.png,54,62,32,21,34,18,26,37,28,37,23,38,24,23,60,71,46,35,39,40,50,46,46,55,53,81,62,60,49,wb
15059,M. Holm,https://cdn.sofifa.org/18/teams/1446.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/235822.png,61,64,41,29,23,24,20,36,35,44,25,40,30,33,76,45,52,38,46,38,48,37,43,48,55,80,56,43,51,wb
15060,F. Wiedl,https://cdn.sofifa.org/18/teams/172.png,https://cdn.sofifa.org/flags/4@3x.png,https://cdn.sofifa.org/18/players/239916.png,66,67,37,26,22,23,21,34,33,46,29,33,25,30,82,82,35,38,44,47,45,36,48,53,52,67,64,38,44,wb
15061,T. Totland,https://cdn.sofifa.org/18/teams/1465.png,https://cdn.sofifa.org/flags/36@3x.png,https://cdn.sofifa.org/18/players/240150.png,60,52,48,29,22,31,25,35,35,43,31,28,29,32,74,74,56,42,54,52,56,44,47,51,51,77,56,55,53,wb
15062,A. Kuchin,https://cdn.sofifa.org/18/teams/110101.png,https://cdn.sofifa.org/flags/40@3x.png,https://cdn.sofifa.org/18/players/240840.png,54,53,24,26,43,21,36,41,33,26,32,39,37,30,43,58,44,37,31,43,42,51,46,53,52,58,54,61,51,cb
15063,R. Fielding,https://cdn.sofifa.org/18/teams/142.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/235993.png,54,61,30,28,47,36,32,38,46,34,34,55,55,35,57,65,52,44,46,43,46,46,42,45,45,63,49,61,55,cb
15064,A. Arvidsson,https://cdn.sofifa.org/18/teams/321.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/239282.png,65,59,44,32,49,38,39,39,42,42,36,55,53,36,56,57,50,54,48,39,44,41,38,42,43,64,58,74,53,mid
15065,A. Kawazura,https://cdn.sofifa.org/18/teams/112345.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/241204.png,60,55,24,21,35,17,24,34,34,24,21,35,32,20,41,60,44,32,22,35,51,47,49,56,52,73,56,50,42,cb
15066,M. Al Saeed,https://cdn.sofifa.org/18/teams/112390.png,https://cdn.sofifa.org/flags/183@3x.png,https://cdn.sofifa.org/18/players/234988.png,55,59,49,36,52,36,49,46,51,44,48,58,45,51,64,66,53,56,53,50,39,36,19,32,38,58,33,47,37,mid
15067,N. Husin,https://cdn.sofifa.org/18/teams/1799.png,https://cdn.sofifa.org/flags/149@3x.png,https://cdn.sofifa.org/18/players/223989.png,67,63,54,48,50,39,44,46,55,44,44,60,53,51,73,75,57,55,51,47,30,44,36,51,54,53,65,40,41,mid
15068,N. Dohn,https://cdn.sofifa.org/18/teams/1446.png,https://cdn.sofifa.org/flags/13@3x.png,https://cdn.sofifa.org/18/players/236793.png,67,61,52,27,53,30,37,36,48,32,30,60,47,36,61,68,52,47,41,42,46,44,39,38,46,56,57,50,55,mid
15069,A. Kabacalman,https://cdn.sofifa.org/18/teams/1862.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/234687.png,54,61,31,30,49,29,29,41,42,40,33,54,56,35,72,73,51,51,48,41,49,52,44,47,57,63,33,47,56,mid
15070,A. Ohman,https://cdn.sofifa.org/18/teams/319.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/241387.png,65,60,42,21,23,28,25,29,36,44,26,38,26,30,42,64,44,42,54,31,42,36,51,54,52,52,58,51,52,wb
15071,S. Yamaguchi,https://cdn.sofifa.org/18/teams/101146.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/232932.png,78,77,44,29,22,24,29,35,32,37,28,29,20,25,80,88,45,26,45,30,49,35,46,54,52,73,61,28,54,wb
15072,R. Woodcock,https://cdn.sofifa.org/18/teams/121.png,https://cdn.sofifa.org/flags/42@3x.png,https://cdn.sofifa.org/18/players/238548.png,68,69,44,27,29,28,23,35,42,46,25,35,41,34,56,65,50,33,38,48,46,36,41,53,50,59,60,51,52,wb
